Entity,Code,Year,Deaths - Drug use disorders - Sex: Both - Age: Under 5 (Number),Deaths - Drug use disorders - Sex: Both - Age: 70+ years (Number),Deaths - Drug use disorders - Sex: Both - Age: 15-49 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 50-69 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 5-14 years (Number)
Senegal,SEN,1991,0,2,5,2,0
Senegal,SEN,1992,0,2,5,2,0
Senegal,SEN,1993,0,2,5,2,0
Senegal,SEN,1994,0,2,6,2,0
Senegal,SEN,1995,0,2,5,2,0
Senegal,SEN,1996,0,2,5,2,0
Senegal,SEN,1997,0,2,5,2,0
Senegal,SEN,1998,0,2,6,2,0
Senegal,SEN,1999,0,2,6,2,0
Senegal,SEN,2000,0,2,5,1,0
Senegal,SEN,2001,0,2,7,2,0
Senegal,SEN,2002,0,2,7,2,0
Senegal,SEN,2003,0,2,7,2,0
Senegal,SEN,2004,0,2,7,2,0
Senegal,SEN,2005,0,2,8,2,0
Senegal,SEN,2006,0,2,7,2,0
Senegal,SEN,2007,0,2,8,2,0
Senegal,SEN,2008,0,2,8,2,0
Senegal,SEN,2009,0,3,9,2,0
Senegal,SEN,2010,0,3,8,2,0
Senegal,SEN,2011,0,3,9,2,0
Senegal,SEN,2012,0,3,9,2,0
Senegal,SEN,2013,0,3,10,3,0
Senegal,SEN,2014,0,3,10,3,0
Senegal,SEN,2015,0,3,11,3,0
Senegal,SEN,2016,0,3,12,3,0
Senegal,SEN,2017,0,3,12,3,0
Senegal,SEN,2018,0,3,12,3,0
Senegal,SEN,2019,0,3,13,4,0
Serbia,SRB,1990,0,2,27,3,0
Serbia,SRB,1991,0,2,28,3,0
Serbia,SRB,1992,0,2,29,3,0
Serbia,SRB,1993,0,3,28,4,0
Serbia,SRB,1994,0,3,29,4,0
Serbia,SRB,1995,0,3,30,4,0
Serbia,SRB,1996,0,3,30,4,0
Serbia,SRB,1997,0,3,30,4,0
Serbia,SRB,1998,0,3,26,4,0
Serbia,SRB,1999,0,3,29,4,0
Serbia,SRB,2000,0,3,34,4,0
Serbia,SRB,2001,0,4,37,5,0
Serbia,SRB,2002,0,4,36,5,0
Serbia,SRB,2003,0,5,40,5,0
Serbia,SRB,2004,0,5,49,6,0
Serbia,SRB,2005,0,7,56,7,0
Serbia,SRB,2006,0,7,57,7,0
Serbia,SRB,2007,0,8,60,7,0
Serbia,SRB,2008,0,8,64,8,0
Serbia,SRB,2009,0,9,61,8,0
Serbia,SRB,2010,0,9,54,8,0
Serbia,SRB,2011,0,9,48,7,0
Serbia,SRB,2012,0,9,46,7,0
Serbia,SRB,2013,0,9,45,7,0
Serbia,SRB,2014,0,10,43,8,0
Serbia,SRB,2015,0,10,43,8,0
Serbia,SRB,2016,0,10,41,8,0
Serbia,SRB,2017,0,11,44,9,0
Serbia,SRB,2018,0,11,48,9,0
Serbia,SRB,2019,0,12,51,9,0
Seychelles,SYC,1990,0,0,0,0,0
Seychelles,SYC,1991,0,0,0,0,0
Seychelles,SYC,1992,0,0,0,0,0
Seychelles,SYC,1993,0,0,0,0,0
Seychelles,SYC,1994,0,0,0,0,0
Seychelles,SYC,1995,0,0,0,0,0
Seychelles,SYC,1996,0,0,0,0,0
Seychelles,SYC,1997,0,0,0,0,0
Seychelles,SYC,1998,0,0,1,0,0
Seychelles,SYC,1999,0,0,1,0,0
Seychelles,SYC,2000,0,0,1,0,0
Seychelles,SYC,2001,0,0,1,0,0
Seychelles,SYC,2002,0,0,1,0,0
Seychelles,SYC,2003,0,0,1,0,0
Seychelles,SYC,2004,0,0,1,0,0
Seychelles,SYC,2005,0,0,1,0,0
Seychelles,SYC,2006,0,0,0,0,0
Seychelles,SYC,2007,0,0,0,0,0
Seychelles,SYC,2008,0,0,0,0,0
Seychelles,SYC,2009,0,0,0,0,0
Seychelles,SYC,2010,0,0,1,0,0
Seychelles,SYC,2011,0,0,1,0,0
Seychelles,SYC,2012,0,0,1,0,0
Seychelles,SYC,2013,0,0,1,0,0
Seychelles,SYC,2014,0,0,1,0,0
Seychelles,SYC,2015,0,0,1,0,0
Seychelles,SYC,2016,0,0,1,0,0
Seychelles,SYC,2017,0,0,1,0,0
Seychelles,SYC,2018,0,0,1,0,0
Seychelles,SYC,2019,0,0,1,0,0
Sierra Leone,SLE,1990,0,1,2,1,0
Sierra Leone,SLE,1991,0,1,2,1,0
Sierra Leone,SLE,1992,0,1,2,1,0
Sierra Leone,SLE,1993,0,1,2,1,0
Sierra Leone,SLE,1994,0,1,2,1,0
Sierra Leone,SLE,1995,0,1,2,1,0
Sierra Leone,SLE,1996,0,1,2,1,0
Sierra Leone,SLE,1997,0,1,2,1,0
Sierra Leone,SLE,1998,0,1,2,1,0
Sierra Leone,SLE,1999,0,1,2,1,0
Sierra Leone,SLE,2000,0,1,2,1,0
Sierra Leone,SLE,2001,0,1,2,1,0
Sierra Leone,SLE,2002,0,1,3,1,0
Sierra Leone,SLE,2003,0,1,3,1,0
Sierra Leone,SLE,2004,0,1,3,1,0
Sierra Leone,SLE,2005,0,1,3,1,0
Sierra Leone,SLE,2006,0,1,3,1,0
Sierra Leone,SLE,2007,0,1,4,1,0
Sierra Leone,SLE,2008,0,1,4,1,0
Sierra Leone,SLE,2009,0,1,4,1,0
Sierra Leone,SLE,2010,0,1,4,1,0
Sierra Leone,SLE,2011,0,1,4,1,0
Sierra Leone,SLE,2012,0,1,5,1,0
Sierra Leone,SLE,2013,0,1,5,1,0
Sierra Leone,SLE,2014,0,1,5,1,0
Sierra Leone,SLE,2015,0,1,6,1,0
Sierra Leone,SLE,2016,0,1,6,1,0
Sierra Leone,SLE,2017,0,1,6,1,0
Sierra Leone,SLE,2018,0,1,7,1,0
Sierra Leone,SLE,2019,0,1,7,2,0
Singapore,SGP,1990,0,0,3,0,0
Singapore,SGP,1991,0,0,3,1,0
Singapore,SGP,1992,0,0,3,1,0
Singapore,SGP,1993,0,0,4,1,0
Singapore,SGP,1994,0,0,4,1,0
Singapore,SGP,1995,0,0,4,1,0
Singapore,SGP,1996,0,0,4,1,0
Singapore,SGP,1997,0,1,4,1,0
Singapore,SGP,1998,0,1,4,1,0
Singapore,SGP,1999,0,1,4,1,0
Singapore,SGP,2000,0,1,4,1,0
Singapore,SGP,2001,0,1,4,1,0
Singapore,SGP,2002,0,1,4,1,0
Singapore,SGP,2003,0,1,4,1,0
Singapore,SGP,2004,0,1,5,1,0
Singapore,SGP,2005,0,1,6,1,0
Singapore,SGP,2006,0,1,6,2,0
Singapore,SGP,2007,0,1,7,2,0
Singapore,SGP,2008,0,1,7,2,0
Singapore,SGP,2009,0,2,7,2,0
Singapore,SGP,2010,0,2,7,2,0
Singapore,SGP,2011,0,2,8,2,0
Singapore,SGP,2012,0,2,8,3,0
Singapore,SGP,2013,0,2,8,3,0
Singapore,SGP,2014,0,2,8,3,0
Singapore,SGP,2015,0,3,9,3,0
Singapore,SGP,2016,0,3,9,3,0
Singapore,SGP,2017,0,3,9,3,0
Singapore,SGP,2018,0,3,9,3,0
Singapore,SGP,2019,0,4,9,4,0
Slovakia,SVK,1990,0,2,31,9,0
Slovakia,SVK,1991,0,2,32,9,0
Slovakia,SVK,1992,0,2,31,8,0
Slovakia,SVK,1993,0,2,32,8,0
Slovakia,SVK,1994,0,2,35,9,0
Slovakia,SVK,1995,0,2,37,9,0
Slovakia,SVK,1996,0,3,37,9,0
Slovakia,SVK,1997,0,3,41,9,0
Slovakia,SVK,1998,0,3,40,9,0
Slovakia,SVK,1999,0,3,36,9,0
Slovakia,SVK,2000,0,3,34,8,0
Slovakia,SVK,2001,0,2,30,8,0
Slovakia,SVK,2002,0,2,27,7,0
Slovakia,SVK,2003,0,2,24,7,0
Slovakia,SVK,2004,0,2,20,6,0
Slovakia,SVK,2005,0,2,17,6,0
Slovakia,SVK,2006,0,2,13,5,0
Slovakia,SVK,2007,0,2,13,5,0
Slovakia,SVK,2008,0,2,14,5,0
Slovakia,SVK,2009,0,2,14,5,0
Slovakia,SVK,2010,0,2,13,5,0
Slovakia,SVK,2011,0,2,13,5,0
Slovakia,SVK,2012,0,2,13,5,0
Slovakia,SVK,2013,0,3,13,5,0
Slovakia,SVK,2014,0,3,13,5,0
Slovakia,SVK,2015,0,3,13,6,0
Slovakia,SVK,2016,0,3,11,5,0
Slovakia,SVK,2017,0,3,11,5,0
Slovakia,SVK,2018,0,3,11,5,0
Slovakia,SVK,2019,0,3,11,5,0
Slovenia,SVN,1990,0,0,4,1,0
Slovenia,SVN,1991,0,0,4,1,0
Slovenia,SVN,1992,0,0,4,1,0
Slovenia,SVN,1993,0,0,5,1,0
Slovenia,SVN,1994,0,0,5,1,0
Slovenia,SVN,1995,0,0,7,1,0
Slovenia,SVN,1996,0,1,8,1,0
Slovenia,SVN,1997,0,1,10,1,0
Slovenia,SVN,1998,0,1,12,2,0
Slovenia,SVN,1999,0,1,14,2,0
Slovenia,SVN,2000,0,1,15,2,0
Slovenia,SVN,2001,0,1,17,2,0
Slovenia,SVN,2002,0,1,17,3,0
Slovenia,SVN,2003,0,1,18,3,0
Slovenia,SVN,2004,0,1,19,3,0
Slovenia,SVN,2005,0,1,19,3,0
Slovenia,SVN,2006,0,1,20,3,0
Slovenia,SVN,2007,0,2,22,4,0
Slovenia,SVN,2008,0,2,22,4,0
Slovenia,SVN,2009,0,2,21,5,0
Slovenia,SVN,2010,0,2,20,5,0
Slovenia,SVN,2011,0,2,19,5,0
Slovenia,SVN,2012,0,2,19,5,0
Slovenia,SVN,2013,0,3,19,5,0
Slovenia,SVN,2014,0,3,17,4,0
Slovenia,SVN,2015,0,3,19,5,0
Slovenia,SVN,2016,0,3,18,5,0
Slovenia,SVN,2017,0,3,19,5,0
Slovenia,SVN,2018,0,3,19,5,0
Slovenia,SVN,2019,0,3,20,5,0
Solomon Islands,SLB,1990,0,0,1,0,0
Solomon Islands,SLB,1991,0,0,1,0,0
Solomon Islands,SLB,1992,0,0,1,0,0
Solomon Islands,SLB,1993,0,0,1,0,0
Solomon Islands,SLB,1994,0,0,2,0,0
Solomon Islands,SLB,1995,0,0,2,0,0
Solomon Islands,SLB,1996,0,0,2,0,0
Solomon Islands,SLB,1997,0,0,2,0,0
Solomon Islands,SLB,1998,0,0,2,0,0
Solomon Islands,SLB,1999,0,0,2,0,0
Solomon Islands,SLB,2000,0,0,2,0,0
Solomon Islands,SLB,2001,0,0,2,0,0
Solomon Islands,SLB,2002,0,0,2,0,0
Solomon Islands,SLB,2003,0,0,2,0,0
Solomon Islands,SLB,2004,0,0,2,0,0
Solomon Islands,SLB,2005,0,0,2,0,0
Solomon Islands,SLB,2006,0,0,2,0,0
Solomon Islands,SLB,2007,0,0,2,0,0
Solomon Islands,SLB,2008,0,0,2,0,0
Solomon Islands,SLB,2009,0,0,3,0,0
Solomon Islands,SLB,2010,0,0,3,0,0
Solomon Islands,SLB,2011,0,0,3,0,0
Solomon Islands,SLB,2012,0,0,3,0,0
Solomon Islands,SLB,2013,0,0,3,0,0
Solomon Islands,SLB,2014,0,0,3,0,0
Solomon Islands,SLB,2015,0,0,3,0,0
Solomon Islands,SLB,2016,0,0,3,0,0
Solomon Islands,SLB,2017,0,0,4,0,0
Solomon Islands,SLB,2018,0,0,4,0,0
Solomon Islands,SLB,2019,0,0,4,0,0
Somalia,SOM,1990,0,1,5,1,0
Somalia,SOM,1991,0,1,5,1,0
Somalia,SOM,1992,0,1,5,1,0
Somalia,SOM,1993,0,1,5,1,0
Somalia,SOM,1994,0,1,6,1,0
Somalia,SOM,1995,0,1,6,1,0
Somalia,SOM,1996,0,1,6,1,0
Somalia,SOM,1997,0,1,6,1,0
Somalia,SOM,1998,0,1,6,1,0
Somalia,SOM,1999,0,1,6,1,0
Somalia,SOM,2000,0,1,7,1,0
Somalia,SOM,2001,0,1,7,1,0
Somalia,SOM,2002,0,1,7,2,0
Somalia,SOM,2003,0,1,8,2,0
Somalia,SOM,2004,0,1,8,2,0
Somalia,SOM,2005,0,1,8,2,0
Somalia,SOM,2006,0,1,9,2,0
Somalia,SOM,2007,0,1,9,2,0
Somalia,SOM,2008,0,1,10,2,0
Somalia,SOM,2009,0,1,11,2,0
Somalia,SOM,2010,0,1,11,2,0
Somalia,SOM,2011,0,1,12,2,0
Somalia,SOM,2012,0,1,13,2,0
Somalia,SOM,2013,0,1,13,2,0
Somalia,SOM,2014,0,1,14,2,0
Somalia,SOM,2015,0,2,15,3,0
Somalia,SOM,2016,0,2,16,3,0
Somalia,SOM,2017,0,2,17,3,0
Somalia,SOM,2018,0,2,18,3,0
Somalia,SOM,2019,0,2,18,3,0
South Africa,ZAF,1990,0,13,191,51,0
South Africa,ZAF,1991,0,14,203,55,0
South Africa,ZAF,1992,0,16,229,60,0
South Africa,ZAF,1993,0,17,211,59,0
South Africa,ZAF,1994,0,19,221,65,0
South Africa,ZAF,1995,0,20,219,71,0
South Africa,ZAF,1996,0,23,200,78,0
South Africa,ZAF,1997,0,26,228,93,0
South Africa,ZAF,1998,0,26,229,91,0
South Africa,ZAF,1999,0,25,223,83,0
South Africa,ZAF,2000,0,25,240,81,0
South Africa,ZAF,2001,0,23,232,72,0
South Africa,ZAF,2002,0,22,236,66,0
South Africa,ZAF,2003,0,21,239,62,0
South Africa,ZAF,2004,0,20,228,58,0
South Africa,ZAF,2005,0,19,212,56,0
South Africa,ZAF,2006,0,19,202,57,0
South Africa,ZAF,2007,0,19,181,55,0
South Africa,ZAF,2008,0,19,167,55,0
South Africa,ZAF,2009,0,19,149,54,0
South Africa,ZAF,2010,0,18,127,53,0
South Africa,ZAF,2011,0,18,106,51,0
South Africa,ZAF,2012,0,17,96,48,0
South Africa,ZAF,2013,0,17,88,46,0
South Africa,ZAF,2014,0,17,83,46,0
South Africa,ZAF,2015,0,16,76,45,0
South Africa,ZAF,2016,0,16,68,42,0
South Africa,ZAF,2017,0,15,65,40,0
South Africa,ZAF,2018,0,14,68,34,0
South Africa,ZAF,2019,0,14,69,32,0
South Asia (WB),,1990,0,445,2505,1215,0
South Asia (WB),,1991,0,459,2545,1232,0
South Asia (WB),,1992,0,469,2588,1251,0
South Asia (WB),,1993,0,488,2680,1293,0
South Asia (WB),,1994,0,505,2808,1346,0
South Asia (WB),,1995,0,521,2886,1369,0
South Asia (WB),,1996,0,555,3024,1454,0
South Asia (WB),,1997,0,615,3317,1595,0
South Asia (WB),,1998,0,655,3500,1641,0
South Asia (WB),,1999,0,668,3737,1624,0
South Asia (WB),,2000,0,701,3850,1640,0
South Asia (WB),,2001,0,753,3918,1699,0
South Asia (WB),,2002,0,797,4004,1761,0
South Asia (WB),,2003,0,814,4081,1813,0
South Asia (WB),,2004,0,825,4306,1802,0
South Asia (WB),,2005,0,934,4751,1962,0
South Asia (WB),,2006,0,943,4572,1918,0
South Asia (WB),,2007,0,954,4550,1947,0
South Asia (WB),,2008,0,977,4565,1965,0
South Asia (WB),,2009,0,945,4641,2035,0
South Asia (WB),,2010,0,908,4644,2118,0
South Asia (WB),,2011,0,915,4608,2159,0
South Asia (WB),,2012,0,915,4433,2162,0
South Asia (WB),,2013,0,1065,4651,2309,0
South Asia (WB),,2014,0,1150,4613,2438,0
South Asia (WB),,2015,0,1203,4664,2706,0
South Asia (WB),,2016,0,1269,4820,2843,0
South Asia (WB),,2017,0,1352,4976,2914,0
South Asia (WB),,2018,0,1468,5296,3023,0
South Asia (WB),,2019,0,1549,5518,3143,0
South Korea,KOR,1990,0,12,46,24,0
South Korea,KOR,1991,0,14,50,27,0
South Korea,KOR,1992,0,17,56,30,0
South Korea,KOR,1993,0,20,62,35,0
South Korea,KOR,1994,0,26,77,44,0
South Korea,KOR,1995,0,37,102,60,0
South Korea,KOR,1996,0,45,115,70,0
South Korea,KOR,1997,0,52,118,78,0
South Korea,KOR,1998,0,58,116,82,0
South Korea,KOR,1999,0,60,101,76,0
South Korea,KOR,2000,0,53,80,61,2
South Korea,KOR,2001,0,48,68,51,2
South Korea,KOR,2002,0,43,59,43,3
South Korea,KOR,2003,0,38,55,38,3
South Korea,KOR,2004,0,35,51,34,3
South Korea,KOR,2005,0,33,48,30,3
South Korea,KOR,2006,0,31,44,28,2
South Korea,KOR,2007,0,28,44,25,3
South Korea,KOR,2008,0,26,44,23,2
South Korea,KOR,2009,0,25,45,24,3
South Korea,KOR,2010,0,26,44,24,3
South Korea,KOR,2011,0,26,43,24,3
South Korea,KOR,2012,1,27,43,25,3
South Korea,KOR,2013,1,28,43,26,3
South Korea,KOR,2014,0,29,43,27,3
South Korea,KOR,2015,1,31,42,28,3
South Korea,KOR,2016,1,33,42,30,3
South Korea,KOR,2017,0,35,42,31,0
South Korea,KOR,2018,0,37,43,33,0
South Korea,KOR,2019,0,40,44,35,0
South Sudan,SSD,1990,0,1,3,1,0
South Sudan,SSD,1991,0,1,3,1,0
South Sudan,SSD,1992,0,1,3,1,0
South Sudan,SSD,1993,0,1,3,1,0
South Sudan,SSD,1994,0,1,4,1,0
South Sudan,SSD,1995,0,2,4,1,0
South Sudan,SSD,1996,0,2,4,1,0
South Sudan,SSD,1997,0,2,4,1,0
South Sudan,SSD,1998,0,2,4,1,0
South Sudan,SSD,1999,0,2,4,1,0
South Sudan,SSD,2000,0,2,4,1,0
South Sudan,SSD,2001,0,2,4,1,0
South Sudan,SSD,2002,0,2,4,1,0
South Sudan,SSD,2003,0,2,4,1,0
South Sudan,SSD,2004,0,2,4,1,0
South Sudan,SSD,2005,0,2,5,1,0
South Sudan,SSD,2006,0,2,5,1,0
South Sudan,SSD,2007,0,2,5,1,0
South Sudan,SSD,2008,0,2,5,1,0
South Sudan,SSD,2009,0,2,6,1,0
South Sudan,SSD,2010,0,2,6,1,0
South Sudan,SSD,2011,0,2,6,1,0
South Sudan,SSD,2012,0,2,6,1,0
South Sudan,SSD,2013,0,2,6,1,0
South Sudan,SSD,2014,0,2,6,1,0
South Sudan,SSD,2015,0,2,6,1,0
South Sudan,SSD,2016,0,2,6,1,0
South Sudan,SSD,2017,0,2,6,1,0
South Sudan,SSD,2018,0,2,6,1,0
South Sudan,SSD,2019,0,2,6,1,0
South-East Asia Region (WHO),,1990,0,442,2954,1264,0
South-East Asia Region (WHO),,1991,0,457,3014,1284,0
South-East Asia Region (WHO),,1992,0,469,3073,1304,0
South-East Asia Region (WHO),,1993,0,489,3195,1347,0
South-East Asia Region (WHO),,1994,0,508,3365,1401,0
South-East Asia Region (WHO),,1995,0,524,3494,1422,0
South-East Asia Region (WHO),,1996,0,560,3687,1508,0
South-East Asia Region (WHO),,1997,0,621,3962,1646,0
South-East Asia Region (WHO),,1998,0,664,4137,1695,0
South-East Asia Region (WHO),,1999,0,681,4415,1681,0
South-East Asia Region (WHO),,2000,0,715,4519,1694,0
South-East Asia Region (WHO),,2001,0,767,4556,1743,0
South-East Asia Region (WHO),,2002,0,813,4621,1801,0
South-East Asia Region (WHO),,2003,0,831,4648,1848,0
South-East Asia Region (WHO),,2004,0,844,4786,1834,0
South-East Asia Region (WHO),,2005,0,955,5152,1993,0
South-East Asia Region (WHO),,2006,0,967,4922,1951,0
South-East Asia Region (WHO),,2007,0,980,4839,1977,0
South-East Asia Region (WHO),,2008,0,1005,4798,1995,0
South-East Asia Region (WHO),,2009,0,974,4826,2065,0
South-East Asia Region (WHO),,2010,0,941,4793,2150,0
South-East Asia Region (WHO),,2011,0,950,4747,2194,0
South-East Asia Region (WHO),,2012,0,956,4546,2209,0
South-East Asia Region (WHO),,2013,0,1109,4726,2363,0
South-East Asia Region (WHO),,2014,0,1201,4673,2505,0
South-East Asia Region (WHO),,2015,0,1262,4736,2787,0
South-East Asia Region (WHO),,2016,0,1334,4908,2933,0
South-East Asia Region (WHO),,2017,0,1423,5088,3016,0
South-East Asia Region (WHO),,2018,0,1545,5434,3135,0
South-East Asia Region (WHO),,2019,0,1632,5669,3264,0
Spain,ESP,1990,0,20,542,23,0
Spain,ESP,1991,0,23,670,25,0
Spain,ESP,1992,0,24,750,26,0
Spain,ESP,1993,0,26,794,28,0
Spain,ESP,1994,0,28,836,31,0
Spain,ESP,1995,0,30,865,33,0
Spain,ESP,1996,0,31,873,35,0
Spain,ESP,1997,0,33,889,35,0
Spain,ESP,1998,0,36,866,37,0
Spain,ESP,1999,0,40,832,40,0
Spain,ESP,2000,0,42,798,42,0
Spain,ESP,2001,0,45,769,45,0
Spain,ESP,2002,0,48,744,48,0
Spain,ESP,2003,0,50,723,51,0
Spain,ESP,2004,0,54,699,54,0
Spain,ESP,2005,0,58,683,57,0
Spain,ESP,2006,0,62,656,58,0
Spain,ESP,2007,0,68,641,62,0
Spain,ESP,2008,0,77,624,68,0
Spain,ESP,2009,0,85,583,72,0
Spain,ESP,2010,0,94,544,77,2
Spain,ESP,2011,1,108,516,82,2
Spain,ESP,2012,1,121,495,87,3
Spain,ESP,2013,1,129,465,93,3
Spain,ESP,2014,1,141,443,99,3
Spain,ESP,2015,1,153,431,105,3
Spain,ESP,2016,1,156,425,111,3
Spain,ESP,2017,0,152,425,111,0
Spain,ESP,2018,0,155,447,112,0
Spain,ESP,2019,0,158,457,114,0
Sri Lanka,LKA,1990,0,8,111,24,0
Sri Lanka,LKA,1991,0,6,88,18,0
Sri Lanka,LKA,1992,0,5,74,15,0
Sri Lanka,LKA,1993,0,4,63,13,0
Sri Lanka,LKA,1994,0,4,60,12,0
Sri Lanka,LKA,1995,0,3,53,9,0
Sri Lanka,LKA,1996,0,4,65,11,0
Sri Lanka,LKA,1997,0,7,122,23,0
Sri Lanka,LKA,1998,0,9,142,30,0
Sri Lanka,LKA,1999,0,10,157,34,0
Sri Lanka,LKA,2000,0,11,167,37,0
Sri Lanka,LKA,2001,0,11,153,37,0
Sri Lanka,LKA,2002,0,11,143,38,0
Sri Lanka,LKA,2003,0,12,136,38,0
Sri Lanka,LKA,2004,0,12,129,39,0
Sri Lanka,LKA,2005,0,13,123,39,0
Sri Lanka,LKA,2006,0,12,109,35,0
Sri Lanka,LKA,2007,0,13,108,36,0
Sri Lanka,LKA,2008,0,12,96,34,0
Sri Lanka,LKA,2009,0,11,77,31,0
Sri Lanka,LKA,2010,0,11,68,31,0
Sri Lanka,LKA,2011,0,12,71,32,0
Sri Lanka,LKA,2012,0,12,67,33,0
Sri Lanka,LKA,2013,0,12,62,32,0
Sri Lanka,LKA,2014,0,13,65,33,0
Sri Lanka,LKA,2015,0,13,70,33,0
Sri Lanka,LKA,2016,0,14,73,34,0
Sri Lanka,LKA,2017,0,15,75,34,0
Sri Lanka,LKA,2018,0,15,81,34,0
Sri Lanka,LKA,2019,0,16,83,35,0
Sub-Saharan Africa (WB),,1990,0,125,681,198,0
Sub-Saharan Africa (WB),,1991,0,131,718,206,0
Sub-Saharan Africa (WB),,1992,0,138,774,217,0
Sub-Saharan Africa (WB),,1993,0,144,784,222,0
Sub-Saharan Africa (WB),,1994,0,150,821,233,0
Sub-Saharan Africa (WB),,1995,0,156,845,245,0
Sub-Saharan Africa (WB),,1996,0,162,851,256,0
Sub-Saharan Africa (WB),,1997,0,169,905,275,0
Sub-Saharan Africa (WB),,1998,0,174,938,278,0
Sub-Saharan Africa (WB),,1999,0,176,962,273,0
Sub-Saharan Africa (WB),,2000,0,180,1002,273,0
Sub-Saharan Africa (WB),,2001,0,179,1013,267,0
Sub-Saharan Africa (WB),,2002,0,181,1040,264,0
Sub-Saharan Africa (WB),,2003,0,183,1073,264,0
Sub-Saharan Africa (WB),,2004,0,185,1096,264,0
Sub-Saharan Africa (WB),,2005,0,189,1111,266,0
Sub-Saharan Africa (WB),,2006,0,195,1134,271,0
Sub-Saharan Africa (WB),,2007,0,200,1157,277,0
Sub-Saharan Africa (WB),,2008,0,210,1197,286,0
Sub-Saharan Africa (WB),,2009,0,221,1247,298,0
Sub-Saharan Africa (WB),,2010,0,228,1269,306,0
Sub-Saharan Africa (WB),,2011,0,238,1307,317,0
Sub-Saharan Africa (WB),,2012,0,246,1351,328,0
Sub-Saharan Africa (WB),,2013,0,256,1409,340,0
Sub-Saharan Africa (WB),,2014,0,265,1473,354,0
Sub-Saharan Africa (WB),,2015,0,275,1524,367,0
Sub-Saharan Africa (WB),,2016,0,286,1594,383,0
Sub-Saharan Africa (WB),,2017,0,299,1669,399,0
Sub-Saharan Africa (WB),,2018,0,313,1752,413,0
Sub-Saharan Africa (WB),,2019,0,327,1823,430,0
Sudan,SDN,1990,0,8,76,16,0
Sudan,SDN,1991,0,9,82,17,0
Sudan,SDN,1992,0,9,88,18,0
Sudan,SDN,1993,0,10,93,19,0
Sudan,SDN,1994,0,10,99,20,0
Sudan,SDN,1995,0,11,105,21,0
Sudan,SDN,1996,0,11,111,22,0
Sudan,SDN,1997,0,12,118,23,0
Sudan,SDN,1998,0,13,125,24,0
Sudan,SDN,1999,0,13,131,25,0
Sudan,SDN,2000,0,13,137,26,0
Sudan,SDN,2001,0,14,142,27,0
Sudan,SDN,2002,0,14,148,28,0
Sudan,SDN,2003,0,14,151,29,0
Sudan,SDN,2004,0,14,157,30,0
Sudan,SDN,2005,0,14,163,30,0
Sudan,SDN,2006,0,15,169,31,0
Sudan,SDN,2007,0,15,176,32,0
Sudan,SDN,2008,0,15,185,33,0
Sudan,SDN,2009,0,16,194,35,0
Sudan,SDN,2010,0,16,202,36,0
Sudan,SDN,2011,0,17,210,37,0
Sudan,SDN,2012,0,17,219,39,0
Sudan,SDN,2013,0,18,230,41,0
Sudan,SDN,2014,0,19,240,43,0
Sudan,SDN,2015,0,19,250,45,0
Sudan,SDN,2016,0,20,263,48,0
Sudan,SDN,2017,0,21,275,51,0
Sudan,SDN,2018,0,22,289,54,0
Sudan,SDN,2019,0,23,300,57,0
Suriname,SUR,1990,0,0,0,0,0
Suriname,SUR,1991,0,0,0,0,0
Suriname,SUR,1992,0,0,1,0,0
Suriname,SUR,1993,0,0,1,0,0
Suriname,SUR,1994,0,0,1,0,0
Suriname,SUR,1995,0,0,1,0,0
Suriname,SUR,1996,0,0,1,0,0
Suriname,SUR,1997,0,0,2,0,0
Suriname,SUR,1998,0,0,2,0,0
Suriname,SUR,1999,0,0,3,0,0
Suriname,SUR,2000,0,0,3,0,0
Suriname,SUR,2001,0,0,3,0,0
Suriname,SUR,2002,0,0,3,0,0
Suriname,SUR,2003,0,0,3,0,0
Suriname,SUR,2004,0,0,3,0,0
Suriname,SUR,2005,0,0,3,0,0
Suriname,SUR,2006,0,0,3,0,0
Suriname,SUR,2007,0,0,3,0,0
Suriname,SUR,2008,0,0,3,0,0
Suriname,SUR,2009,0,0,2,0,0
Suriname,SUR,2010,0,0,2,0,0
Suriname,SUR,2011,0,0,2,0,0
Suriname,SUR,2012,0,0,2,0,0
Suriname,SUR,2013,0,0,2,0,0
Suriname,SUR,2014,0,0,2,0,0
Suriname,SUR,2015,0,0,2,0,0
Suriname,SUR,2016,0,0,2,1,0
Suriname,SUR,2017,0,0,2,1,0
Suriname,SUR,2018,0,0,2,1,0
Suriname,SUR,2019,0,0,3,1,0
Sweden,SWE,1990,0,9,74,13,0
Sweden,SWE,1991,0,10,78,14,0
Sweden,SWE,1992,0,10,84,15,0
Sweden,SWE,1993,0,11,91,16,0
Sweden,SWE,1994,0,11,96,17,0
Sweden,SWE,1995,0,13,103,20,0
Sweden,SWE,1996,0,14,115,23,0
Sweden,SWE,1997,0,14,127,25,0
Sweden,SWE,1998,0,16,139,29,0
Sweden,SWE,1999,0,17,154,33,0
Sweden,SWE,2000,0,18,167,37,0
Sweden,SWE,2001,0,18,167,39,0
Sweden,SWE,2002,0,19,160,41,0
Sweden,SWE,2003,0,19,157,42,0
Sweden,SWE,2004,0,20,159,45,0
Sweden,SWE,2005,0,21,160,47,0
Sweden,SWE,2006,0,21,164,50,0
Sweden,SWE,2007,0,23,177,53,0
